security_id,nse_symbol,reason
SEC002355,AUSTRAL,NO_USABLE_FILINGS
SEC002378,SONISOYA,NO_USABLE_FILINGS
SEC002387,MVL,NO_USABLE_FILINGS
SEC002392,SSINFRA,NO_USABLE_FILINGS
SEC002393,PENTAGOLD,NO_USABLE_FILINGS
SEC002403,CLOUD,NO_USABLE_FILINGS
